proyecto,ruta,elemento,clasificacion,referencias,justificacion
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] verificar_torch:110,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] verificar_onnxruntime:151,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] benchmark_matmul:205,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,scripts\verificar_entorno.py,[funcion] main:258,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,src\analityc\config\config.py,[funcion] aspect_ratio_min_for_angle:70,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\config\config.py,[funcion] get_config:266,ACTIVO,3,"usado en 3 modulo(s): demo, analityc.core.person_amazona_inference, app.app"
SERVER-IA PERIMETRALES,src\analityc\config\config.py,[funcion] reload_config:295,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\core\base_perimeter.py,[clase] BasePerimeter:42,ACTIVO,2,"usado en 2 modulo(s): analityc.core.puente_vigilante, app.app"
SERVER-IA PERIMETRALES,src\analityc\core\botsort_wrapper.py,[clase] BoTSORTWrapper:17,ACTIVO,1,usado en 1 modulo(s): app.app
SERVER-IA PERIMETRALES,src\analityc\core\car_washed.py,[clase] VehicleProcessor:21,ACTIVO,1,usado en 1 modulo(s): app.app
SERVER-IA PERIMETRALES,src\analityc\core\car_washed.py,[funcion] create_vehicle_processor:1159,ACTIVO,1,usado en 1 modulo(s): analityc.core.Hummus
SERVER-IA PERIMETRALES,src\analityc\core\class_base.py,[clase] ObjectDetector:21,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,src\analityc\core\hardware_available.py,[clase] Device_hardware:6,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[clase] EventConfirmationBuffer:51,ACTIVO,1,usado en 1 modulo(s): analityc.core.Misters
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[clase] HummusProcess:88,ACTIVO,2,"usado en 2 modulo(s): analityc.core.base_perimeter, app.app"
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[funcion] create_vehicle_processor:2013,ACTIVO,1,usado en 1 modulo(s): analityc.core.car_washed
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[clase] Recepcion_Marcador:2022,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\Hummus.py,[clase] Entrega_Marcador:2093,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\Misters.py,[clase] EventConfirmationBuffer:38,ACTIVO,1,usado en 1 modulo(s): analityc.core.Hummus
SERVER-IA PERIMETRALES,src\analityc\core\Misters.py,[clase] MistersProcess:69,ACTIVO,1,usado en 1 modulo(s): app.app
SERVER-IA PERIMETRALES,src\analityc\core\Misters.py,[funcion] create_misters_processor:1481,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\core\multimodal_router.py,[clase] MultimodalRouter:35,ACTIVO,1,usado en 1 modulo(s): scripts.comparar_vlm
SERVER-IA PERIMETRALES,src\analityc\core\multimodal_router.py,[clase] EventMonitor:337,ACTIVO,1,usado en 1 modulo(s): analityc.core.Hummus
SERVER-IA PERIMETRALES,src\analityc\core\multimodal_router.py,[funcion] get_multimodal_router:401,ACTIVO,5,"usado en 5 modulo(s): scripts.test_verificador_vlm, analityc.core.Hummus, analityc.core.analytics.analizador_pendientes"
SERVER-IA PERIMETRALES,src\analityc\core\person_amazona_inference.py,[clase] PersonAmazonas:308,ACTIVO,6,"usado en 6 modulo(s): scripts.benchmark_demografia, analityc.config.config, analityc.core.analytics.analizador_pendientes"
SERVER-IA PERIMETRALES,src\analityc\core\person_amazona_inference.py,[funcion] create_staff_processor:3518,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\puente_vigilante.py,[clase] PuenteVigilante:48,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,src\analityc\core\puente_vigilante.py,[funcion] get_puente:207,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,src\analityc\core\analytics\agregador_demografico.py,[clase] VeredictoDemografico:64,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,src\analityc\core\analytics\agregador_demografico.py,[clase] AgregadorDemografico:101,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\analizador_pendientes.py,[funcion] vlm_activo:75,ACTIVO,3,"usado en 3 modulo(s): app.dashboard, vigilante_amazonas.servicios.verificador_vlm, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\analizador_pendientes.py,[funcion] fijar_vlm:89,ACTIVO,3,"usado en 3 modulo(s): app.dashboard, vigilante_amazonas.servicios.verificador_vlm, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\analizador_pendientes.py,[clase] AnalizadorPendientes:100,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\analizador_pendientes.py,[funcion] obtener_analizador:571,ACTIVO,1,usado en 1 modulo(s): app.dashboard
SERVER-IA PERIMETRALES,src\analityc\core\analytics\body_reidentifier.py,[clase] BodyReidentifier:42,ACTIVO,2,"usado en 2 modulo(s): analityc.core.person_amazona_inference, analityc.core.analytics"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\config.py,[clase] AnalyticsConfig:6,ACTIVO,16,"usado en 16 modulo(s): scripts.banco_offline, scripts.test_demographics_diagnostico, scripts.test_reidentification"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\demographics.py,[clase] DemographicsClassifier:639,ACTIVO,7,"usado en 7 modulo(s): scripts.banco_offline, scripts.evaluar_etiquetado, scripts.test_delete_sync"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[funcion] crop_es_persona_plausible:63,ACTIVO,2,"usado en 2 modulo(s): scripts.evaluar_etiquetado, analityc.core.analytics.analizador_pendientes"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[funcion] bucket_de_edad:106,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[clase] MuestraDemografica:119,ACTIVO,2,"usado en 2 modulo(s): scripts.test_agregador, analityc.core.analytics.agregador_demografico"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[clase] EstimadorEdadGenero:192,ACTIVO,2,"usado en 2 modulo(s): scripts.banco_offline, scripts.evaluar_etiquetado"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\estimador_edad_genero.py,[funcion] obtener_estimador:436,ACTIVO,2,"usado en 2 modulo(s): analityc.core.analytics.analizador_pendientes, analityc.core.analytics.demographics"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\face_reidentifier.py,[clase] FaceReidentifier:98,ACTIVO,8,"usado en 8 modulo(s): scripts.test_delete_sync, scripts.test_reidentification, analityc.core.person_amazona_inference"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\heatmap.py,[clase] HeatmapAccumulator:44,ACTIVO,3,"usado en 3 modulo(s): analityc.core.person_amazona_inference, analityc.core.analytics, webapp.app"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\people_counter.py,[clase] PeopleCounter:15,ACTIVO,2,"usado en 2 modulo(s): analityc.core.person_amazona_inference, analityc.core.analytics"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\telemetria_demografica.py,[clase] MotivoFinal:32,ACTIVO,1,usado en 1 modulo(s): analityc.core.analytics.demographics
SERVER-IA PERIMETRALES,src\analityc\core\analytics\telemetria_demografica.py,[clase] TelemetriaDemografica:81,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\telemetria_demografica.py,[funcion] obtener_telemetria:258,ACTIVO,2,"usado en 2 modulo(s): analityc.core.analytics.demographics, app.dashboard"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\verificador_vlm.py,[clase] ResultadoVLM:57,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\core\analytics\verificador_vlm.py,[clase] VerificadorVLM:105,ACTIVO,4,"usado en 4 modulo(s): scripts.test_verificador_vlm, analityc.core.puente_vigilante, vigilante_amazonas.servicios.nucleo_servicios"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\verificador_vlm.py,[funcion] obtener_verificador:255,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\cross_bottleneck_attn.py,[clase] CrossBottleneckAttn:16,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] get_output_size:85,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] get_output_size_module:97,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[clase] PatchEmbed:114,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[clase] MiVOLOModel:193,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d1_224:315,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d1_384:322,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d2_224:329,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d2_384:336,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d3_224:343,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d3_448:350,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d4_224:357,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d4_448:364,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d5_224:372,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d5_448:386,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\analytics\mivolo_vendor\mivolo_model.py,[funcion] mivolo_d5_512:400,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\analityc\core\utils\logger.py,[clase] AnalyticsLogger:24,ACTIVO,1,usado en 1 modulo(s): analityc.core.person_amazona_inference
SERVER-IA PERIMETRALES,src\analityc\core\utils\overlay.py,[funcion] draw_demographics_panel:50,ACTIVO,1,usado en 1 modulo(s): analityc.core.person_amazona_inference
SERVER-IA PERIMETRALES,src\analityc\core\utils\overlay.py,[funcion] draw_people_total:94,ACTIVO,1,usado en 1 modulo(s): analityc.core.person_amazona_inference
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] lifespan:82,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] process_image_sync:321,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[clase] ClientWorker:528,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] websocket_endpoint:616,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] init_server:829,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] health_check:834,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_ask:873,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_detect:888,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_route:903,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_events:917,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_set_model:932,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_get_model:945,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_set_context:953,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\app.py,[funcion] vlm_get_context:966,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_summary:208,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_persons:272,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_captures:292,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_analizar_pendientes:303,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_vlm_estado:327,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_vaciar_detecciones:344,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_vlm_cambiar:439,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_analisis_estado:459,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_analisis_cancelar:472,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_telemetria:484,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_heatmaps:515,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] img_capture:546,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] img_capture_face:552,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] img_face:558,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] img_heatmap:564,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard.py,[funcion] dashboard_page:902,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,src\app\dashboard_tienda.py,[funcion] crear_app:279,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.web.dashboard, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,src\app\dashboard_tienda.py,[funcion] iniciar_dashboard_tienda:317,ACTIVO,1,usado en 1 modulo(s): iniciar_servidor_headless
SERVER-IA PERIMETRALES,src\app\server.py,[clase] Server_services:10,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\gui\q_application.py,[clase] AppSingletonGui:7,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\gui\window_main.py,[clase] Main_Window:12,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,src\libs\files_save.py,[funcion] save_frame_png:13,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,tools\benchmark.py,[funcion] main:97,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,tools\bench_qwen_vlm.py,[funcion] main:54,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,tools\eval_demografia.py,[funcion] main:109,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,tools\multicam_grid_test.py,[funcion] find_videos:21,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,tools\multicam_grid_test.py,[funcion] run_once:27,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,tools\multicam_grid_test.py,[funcion] main:61,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,tools\multicam_test.py,[funcion] find_videos:13,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,tools\multicam_test.py,[funcion] mean_v_of_crop:19,MUERTO,0,modulo no alcanzable y 0 referencias externas
SERVER-IA PERIMETRALES,tools\multicam_test.py,[funcion] main:33,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,tools\send_test_ws.py,[funcion] main:8,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\adaptador_websocket.py,[clase] VigilanteWS:60,ACTIVO,6,"usado en 6 modulo(s): app.app, vigilante_amazonas, vigilante_amazonas.servicios.detector_merodeo"
SERVER-IA PERIMETRALES,vigilante_amazonas\adaptador_websocket.py,[funcion] get_vigilante_ws:365,ACTIVO,2,"usado en 2 modulo(s): app.app, vigilante_amazonas"
SERVER-IA PERIMETRALES,vigilante_amazonas\config.py,[funcion] resolver_dispositivo:382,ACTIVO,7,"usado en 7 modulo(s): vigilante_amazonas.verificar_entorno, vigilante_amazonas.deteccion.clasificador_vehiculos, vigilante_amazonas.deteccion.detector"
SERVER-IA PERIMETRALES,vigilante_amazonas\config.py,[funcion] indice_de:405,ACTIVO,5,"usado en 5 modulo(s): vigilante_amazonas.verificar_entorno, vigilante_amazonas.deteccion.detector, vigilante_amazonas.servicios.embebedor_rostro"
SERVER-IA PERIMETRALES,vigilante_amazonas\config.py,[funcion] crear_directorios:412,ACTIVO,3,"usado en 3 modulo(s): vigilante_amazonas.main, vigilante_amazonas.verificar_entorno, vigilante_amazonas.utilidades.registro"
SERVER-IA PERIMETRALES,vigilante_amazonas\main.py,[funcion] main:47,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[clase] Resultado:40,DUDOSO,5,"modulo no alcanzable, pero el simbolo se cita en 5 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[clase] Reporte:48,DUDOSO,4,"modulo no alcanzable, pero el simbolo se cita en 4 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_python:92,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_driver:101,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_torch_y_gpus:112,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_tensorrt:169,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_detector:183,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_onnxruntime:203,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_modelos_reid:215,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_paquetes:228,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] verificar_carpetas:253,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\verificar_entorno.py,[funcion] main:264,DUDOSO,30,"modulo no alcanzable, pero el simbolo se cita en 30 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\captura\fuente_rtsp.py,[clase] FrameCamara:33,ACTIVO,7,"usado en 7 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.adaptador_websocket, vigilante_amazonas"
SERVER-IA PERIMETRALES,vigilante_amazonas\captura\fuente_rtsp.py,[clase] FuenteCamara:42,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,vigilante_amazonas\captura\fuente_rtsp.py,[clase] CapturaMulticamara:175,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.main, vigilante_amazonas.deteccion.motor"
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\clasificador_vehiculos.py,[funcion] mapear_imagenet:82,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\clasificador_vehiculos.py,[clase] RefinadorVehiculos:104,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.deteccion.motor"
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\detector.py,[clase] DeteccionCruda:27,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.deteccion.rastreador
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\detector.py,[clase] DetectorMulticlase:35,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.deteccion.motor"
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\mapeo_clases.py,[funcion] mapear_clase:40,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.deteccion.detector
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\mapeo_clases.py,[funcion] color_de:72,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.deteccion.motor"
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\mapeo_clases.py,[funcion] a_ids:77,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\motor.py,[funcion] anotar_frame:38,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.adaptador_websocket
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\motor.py,[clase] MotorVigilante:56,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.main
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\rastreador.py,[clase] DeteccionVig:22,ACTIVO,9,"usado en 9 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.adaptador_websocket, vigilante_amazonas"
